country,year,nitrous_oxide,agricultural_land,greenhouse_gas_emissions,population_growth,GDP,renewable_electricity,total_population,forest_area,alternative_energy,expenses
Bahrain,1999,,,,2.87998143106713,,,,,,
Bahrain,1998,,,,2.99480470978385,,,,,,
Bahrain,1997,,,,3.09453904752723,,,,,,
Bahrain,1996,,,,3.18276188690514,,,,,,
Bahrain,1995,,,,3.26346251160817,,,,,,
Bahrain,1994,,,,3.34201618794262,,,,,,
Bahrain,1993,,,,3.41897734022313,,,,,,
Bahrain,1992,,,,3.49705554013933,,,,,,
Bahrain,1991,,,,3.41910886520426,,,,,,
Bahrain,1990,,,,3.35452035445772,,,,,,
Costa Rica,2020,,,,0.755771068349343,,,,,,
Costa Rica,2019,,,,0.865128346659953,,,,,,
Costa Rica,2018,,,,0.934615300864476,,,,,,
Costa Rica,2017,,,,0.978713315995535,,,,,,
Costa Rica,2016,,,,1.01547072688832,,,,,,
Costa Rica,2015,,,,1.04634340433544,,,,,,
Costa Rica,2014,,,,1.09494595424381,,,,,,
Costa Rica,2013,,,,1.1532718484809,,,,,,
Costa Rica,2012,,,,1.20358030533586,,,,,,
Costa Rica,2011,,,,1.24002656207939,,,,,,
Costa Rica,2010,,,,1.2873898093698,,,,,,
Costa Rica,2009,,,,1.35039395502168,,,,,,
Costa Rica,2008,,,,1.38455388597677,,,,,,
Costa Rica,2007,,,,1.40273700394929,,,,,,
Costa Rica,2006,,,,1.43284202712965,,,,,,
Costa Rica,2005,,,,1.47252758666781,,,,,,
Costa Rica,2004,,,,1.52086528848105,,,,,,
Costa Rica,2003,,,,1.58793253810516,,,,,,
Costa Rica,2002,,,,1.69774908835068,,,,,,
Costa Rica,2001,,,,1.84330854695316,,,,,,
Costa Rica,2000,,,,1.97358823214158,,,,,,
Costa Rica,1999,,,,2.07208096201444,,,,,,
Costa Rica,1998,,,,2.1691556368856,,,,,,
Costa Rica,1997,,,,2.24971306873938,,,,,,
Costa Rica,1996,,,,2.30683799579665,,,,,,
Costa Rica,1995,,,,2.37065492148785,,,,,,
Costa Rica,1994,,,,2.43045420119032,,,,,,
Costa Rica,1993,,,,2.48055361450883,,,,,,
Costa Rica,1992,,,,2.51561993414361,,,,,,
Costa Rica,1991,,,,2.53734226281102,,,,,,
Costa Rica,1990,,,,2.54138328976122,,,,,,
Eritrea,2020,,,,1.61739994313834,,,,,,
Eritrea,2019,,,,1.53927354632927,,,,,,
Eritrea,2018,,,,1.41594960093608,,,,,,
Eritrea,2017,,,,0.935971649156141,,,,,,
Eritrea,2016,,,,0.754064581294597,,,,,,
Eritrea,2015,,,,0.49767257206961,,,,,,
Eritrea,2014,,,,0.817492473750786,,,,,,
Eritrea,2013,,,,1.33675062099253,,,,,,
Eritrea,2012,,,,1.39398056061833,,,,,,
Eritrea,2011,,,,1.88330360533393,,,,,,
Eritrea,2010,,,,2.04894664970192,,,,,,
Eritrea,2009,,,,2.56543695688394,,,,,,
Eritrea,2008,,,,2.68430517830464,,,,,,
Eritrea,2007,,,,1.58711319244676,,,,,,
Eritrea,2006,,,,1.69340467080078,,,,,,
Eritrea,2005,,,,2.45208243654581,,,,,,
Eritrea,2004,,,,4.0529646475642,,,,,,
Eritrea,2003,,,,4.07554152440981,,,,,,
Eritrea,2002,,,,3.41382758677749,,,,,,
Eritrea,2001,,,,2.84467152232301,,,,,,
Eritrea,2000,,,,1.53299543125693,,,,,,
Eritrea,1999,,,,1.44145869854362,,,,,,
Eritrea,1998,,,,1.35198753803808,,,,,,
Eritrea,1997,,,,1.2067841093189,,,,,,
Eritrea,1996,,,,4.83450479218313,,,,,,
Eritrea,1995,,,,5.46458079635181,,,,,,
Eritrea,1994,,,,3.03612930618359,,,,,,
Eritrea,1993,,,,3.0887728057642,,,,,,
Eritrea,1992,,,,-5.96418551668818,,,,,,
Eritrea,1991,,,,-5.28818555159151,,,,,,
Eritrea,1990,,,,2.2497645204013,,,,,,
Faroe Islands,2020,,,,1.41026007721943,,,,,,
Faroe Islands,2019,,,,1.41473188516849,,,,,,
Faroe Islands,2018,,,,1.43304325187036,,,,,,
Faroe Islands,2017,,,,1.46397881873087,,,,,,
Faroe Islands,2016,,,,1.39145416003308,,,,,,
Faroe Islands,2015,,,,0.721624002974263,,,,,,
Faroe Islands,2014,,,,0.0970242533510219,,,,,,
Faroe Islands,2013,,,,0.0537134606447883,,,,,,
Faroe Islands,2012,,,,0.0123995123017319,,,,,,
Faroe Islands,2011,,,,-0.0495888270007087,,,,,,
Faroe Islands,2010,,,,-0.0392403891899056,,,,,,
Faroe Islands,2009,,,,0.0371747216177147,,,,,,
Faroe Islands,2008,,,,0.103335684804041,,,,,,
Faroe Islands,2007,,,,0.0993028196710854,,,,,,
Faroe Islands,2006,,,,0.0455467690371607,,,,,,
Faroe Islands,2005,,,,0.627338991367072,,,,,,
Faroe Islands,2004,,,,1.25183798931429,,,,,,
Faroe Islands,2003,,,,1.22924959571133,,,,,,
Faroe Islands,2002,,,,1.22075921220517,,,,,,
Faroe Islands,2001,,,,1.27307089045739,,,,,,
Faroe Islands,2000,,,,1.00591847845505,,,,,,
Faroe Islands,1999,,,,0.750547556707784,,,,,,
Faroe Islands,1998,,,,0.82811574411955,,,,,,
Faroe Islands,1997,,,,0.805573388285737,,,,,,
Faroe Islands,1996,,,,0.757312330764096,,,,,,
Faroe Islands,1995,,,,-0.741451722816404,,,,,,
Faroe Islands,1994,,,,-2.16310674327827,,,,,,
Faroe Islands,1993,,,,-1.99565354550508,,,,,,
Faroe Islands,1992,,,,-1.73467690776546,,,,,,
Faroe Islands,1991,,,,-1.41906527081127,,,,,,
Faroe Islands,1990,,,,-0.0231654540938459,,,,,,
Latvia,2020,,,,-0.701211570733301,,,,,,
Latvia,2019,,,,-0.695239140136066,,,,,,
Latvia,2018,,,,-0.779138396192231,,,,,,
Latvia,2017,,,,-0.886215573292392,,,,,,
Latvia,2016,,,,-0.913885332226604,,,,,,
Latvia,2015,,,,-0.818626340945853,,,,,,
Latvia,2014,,,,-0.941743354234222,,,,,,
Latvia,2013,,,,-1.07103480329077,,,,,,
Latvia,2012,,,,-1.24035915329271,,,,,,
Latvia,2011,,,,-1.82076700208005,,,,,,
Latvia,2010,,,,-2.08130508988111,,,,,,
Latvia,2009,,,,-1.65102496759116,,,,,,
Latvia,2008,,,,-1.0509395443743,,,,,,
Latvia,2007,,,,-0.816175506582982,,,,,,
Latvia,2006,,,,-0.91727295748817,,,,,,
Latvia,2005,,,,-1.08057145691172,,,,,,
Latvia,2004,,,,-1.09131295557421,,,,,,
Latvia,2003,,,,-0.966400801237561,,,,,,
Latvia,2002,,,,-1.1618382239436,,,,,,
Latvia,2001,,,,-1.29148694354873,,,,,,
Latvia,2000,,,,-0.963935407092365,,,,,,
Latvia,1999,,,,-0.813961203872195,,,,,,
Latvia,1998,,,,-0.942918937122207,,,,,,
Latvia,1997,,,,-0.996762288757542,,,,,,
Latvia,1996,,,,-1.12637509582344,,,,,,
Latvia,1995,,,,-1.42581081215727,,,,,,
Latvia,1994,,,,-1.67382870075107,,,,,,
Latvia,1993,,,,-1.97193209570356,,,,,,
Latvia,1992,,,,-1.37679506583504,,,,,,
Latvia,1991,,,,-0.473114694040671,,,,,,
Latvia,1990,,,,-0.142736397581795,,,,,,
Paraguay,2020,,,,1.34872957032065,,,,,,
Paraguay,2019,,,,1.33657480808218,,,,,,
Paraguay,2018,,,,1.37397022115058,,,,,,
Paraguay,2017,,,,1.40691381584073,,,,,,
Paraguay,2016,,,,1.42498352233719,,,,,,
Paraguay,2015,,,,1.4220035710818,,,,,,
Paraguay,2014,,,,1.40654396942745,,,,,,
Paraguay,2013,,,,1.38035856649557,,,,,,
Paraguay,2012,,,,1.34923843816846,,,,,,
Paraguay,2011,,,,1.29733854365491,,,,,,
Paraguay,2010,,,,1.15140184845157,,,,,,
Paraguay,2009,,,,1.01212367069034,,,,,,
Paraguay,2008,,,,0.979118914218707,,,,,,
Paraguay,2007,,,,0.997237882485964,,,,,,
Paraguay,2006,,,,1.04976165973902,,,,,,
Paraguay,2005,,,,1.11178740173656,,,,,,
Paraguay,2004,,,,1.17127562545308,,,,,,
Paraguay,2003,,,,1.25459291928333,,,,,,
Paraguay,2002,,,,1.42830817376899,,,,,,
Paraguay,2001,,,,1.69755299380957,,,,,,
Paraguay,2000,,,,1.92694524157704,,,,,,
Paraguay,1999,,,,2.06213058619071,,,,,,
Paraguay,1998,,,,2.1590415377905,,,,,,
Paraguay,1997,,,,2.23796594380678,,,,,,
Paraguay,1996,,,,2.31317634560577,,,,,,
Paraguay,1995,,,,2.38748339210323,,,,,,
Paraguay,1994,,,,2.45689244074662,,,,,,
Paraguay,1993,,,,2.51999511470782,,,,,,
Paraguay,1992,,,,2.58284086619382,,,,,,
Paraguay,1991,,,,2.64506666653922,,,,,,
Paraguay,1990,,,,2.69430763811258,,,,,,
French Polynesia,2020,,,,0.732338551627656,,,,,,
French Polynesia,2019,,,,0.706823205794027,,,,,,
French Polynesia,2018,,,,0.727084625433978,,,,,,
French Polynesia,2017,,,,0.648229492369303,,,,,,
French Polynesia,2016,,,,0.59932388341049,,,,,,
French Polynesia,2015,,,,0.65811880076494,,,,,,
French Polynesia,2014,,,,0.637131095156152,,,,,,
French Polynesia,2013,,,,0.503989817548146,,,,,,
French Polynesia,2012,,,,0.461311408821609,,,,,,
French Polynesia,2011,,,,0.519109227709588,,,,,,
French Polynesia,2010,,,,0.531736671222477,,,,,,
French Polynesia,2009,,,,0.612963661508526,,,,,,
French Polynesia,2008,,,,0.851928064290659,,,,,,
French Polynesia,2007,,,,1.18501637126492,,,,,,
French Polynesia,2006,,,,1.40708342631452,,,,,,
French Polynesia,2005,,,,1.45972803316776,,,,,,
French Polynesia,2004,,,,1.49313076537124,,,,,,
French Polynesia,2003,,,,1.54547312227047,,,,,,
French Polynesia,2002,,,,1.59011958183693,,,,,,
French Polynesia,2001,,,,1.62936233841902,,,,,,
French Polynesia,2000,,,,1.6498682624854,,,,,,
French Polynesia,1999,,,,1.60876488598962,,,,,,
French Polynesia,1998,,,,1.59615604890924,,,,,,
French Polynesia,1997,,,,1.62247219800745,,,,,,
French Polynesia,1996,,,,1.60428612457605,,,,,,
French Polynesia,1995,,,,1.63966664159689,,,,,,
French Polynesia,1994,,,,1.75814682061581,,,,,,
French Polynesia,1993,,,,1.84651168768406,,,,,,
French Polynesia,1992,,,,1.92023184932966,,,,,,
French Polynesia,1991,,,,2.04211694943531,,,,,,
French Polynesia,1990,,,,2.16356665184733,,,,,,
Singapore,2020,,,,-0.311904961250833,,,,,,
Singapore,2019,,,,1.14428330688929,,,,,,
Singapore,2018,,,,0.469704298714121,,,,,,
Singapore,2017,,,,0.0885954699924263,,,,,,
Singapore,2016,,,,1.29743609938602,,,,,,
Singapore,2015,,,,1.18637693749822,,,,,,
Singapore,2014,,,,1.29844017799226,,,,,,
Singapore,2013,,,,1.61930809858875,,,,,,
Singapore,2012,,,,2.45339033031018,,,,,,
Singapore,2011,,,,2.08490245606007,,,,,,
Singapore,2010,,,,1.77183287926401,,,,,,
Singapore,2009,,,,3.0159499147579,,,,,,
Singapore,2008,,,,5.32151708302623,,,,,,
Singapore,2007,,,,4.16600286360933,,,,,,
Singapore,2006,,,,3.1293891560754,,,,,,
Singapore,2005,,,,2.35051128857175,,,,,,
Singapore,2004,,,,1.2519166730553,,,,,,
Singapore,2003,,,,-1.47453284191939,,,,,,
Singapore,2002,,,,0.912639805776796,,,,,,
Singapore,2001,,,,2.69735584326358,,,,,,
Singapore,2000,,,,1.73204223254257,,,,,,
Singapore,1999,,,,0.799148451003927,,,,,,
Singapore,1998,,,,3.39721227677289,,,,,,
Singapore,1997,,,,3.35744219516066,,,,,,
Singapore,1996,,,,4.06431846839031,,,,,,
Singapore,1995,,,,3.03781348481124,,,,,,
Singapore,1994,,,,3.13658693183625,,,,,,
Singapore,1993,,,,2.5298067473268,,,,,,
Singapore,1992,,,,3.00425639462047,,,,,,
Singapore,1991,,,,2.84548286486563,,,,,,
Singapore,1990,,,,3.88909360745296,,,,,,
El Salvador,2020,,,,0.199062369975812,,,,,,
El Salvador,2019,,,,0.0617207329334854,,,,,,
El Salvador,2018,,,,0.154476680476382,,,,,,
El Salvador,2017,,,,0.257949946994399,,,,,,
El Salvador,2016,,,,0.311563471293443,,,,,,
El Salvador,2015,,,,0.346286117647337,,,,,,
El Salvador,2014,,,,0.385376455719377,,,,,,
El Salvador,2013,,,,0.394479107083525,,,,,,
El Salvador,2012,,,,0.389311893511473,,,,,,
El Salvador,2011,,,,0.380610550595593,,,,,,
El Salvador,2010,,,,0.374364787171041,,,,,,
El Salvador,2009,,,,0.379776014021418,,,,,,
El Salvador,2008,,,,0.395765788534978,,,,,,
El Salvador,2007,,,,0.160532322783851,,,,,,
El Salvador,2006,,,,-0.0560127440734922,,,,,,
El Salvador,2005,,,,0.035814056190455,,,,,,
El Salvador,2004,,,,0.14600619513778,,,,,,
El Salvador,2003,,,,0.258744779316872,,,,,,
El Salvador,2002,,,,0.386354097488165,,,,,,
El Salvador,2001,,,,0.4957580845353,,,,,,
El Salvador,2000,,,,0.582883767568532,,,,,,
El Salvador,1999,,,,0.656606870781475,,,,,,
El Salvador,1998,,,,0.723843708853884,,,,,,
El Salvador,1997,,,,0.781771468899008,,,,,,
El Salvador,1996,,,,0.847880000384356,,,,,,
El Salvador,1995,,,,0.964186767423198,,,,,,
El Salvador,1994,,,,1.09592871892721,,,,,,
El Salvador,1993,,,,1.40894113586898,,,,,,
El Salvador,1992,,,,1.65505850095383,,,,,,
El Salvador,1991,,,,1.73422966487922,,,,,,
El Salvador,1990,,,,1.81155478135323,,,,,,
Suriname,2020,,,,1.12046732560236,,,,,,
Suriname,2019,,,,1.10317898471941,,,,,,
Suriname,2018,,,,1.04227397350428,,,,,,
Suriname,2017,,,,1.04465232671753,,,,,,
Suriname,2016,,,,1.03343565089089,,,,,,
Suriname,2015,,,,1.01174763212586,,,,,,
Suriname,2014,,,,1.0118034959337,,,,,,
Suriname,2013,,,,1.04024081216499,,,,,,
Suriname,2012,,,,1.07453632709163,,,,,,
Suriname,2011,,,,1.10470189002797,,,,,,
Suriname,2010,,,,1.1220419963936,,,,,,
Suriname,2009,,,,1.12653378438719,,,,,,
Suriname,2008,,,,1.12857216018121,,,,,,
Suriname,2007,,,,1.12823575341268,,,,,,
Suriname,2006,,,,1.11786170080844,,,,,,
Suriname,2005,,,,1.10013653489516,,,,,,
Suriname,2004,,,,1.33920010200757,,,,,,
Suriname,2003,,,,1.62373520363101,,,,,,
Suriname,2002,,,,1.68294819033744,,,,,,
Suriname,2001,,,,1.73764088610001,,,,,,
Suriname,2000,,,,1.79897337334452,,,,,,
Suriname,1999,,,,1.86852349004705,,,,,,
Suriname,1998,,,,1.93788071608826,,,,,,
Suriname,1997,,,,2.01920275919666,,,,,,
Suriname,1996,,,,2.12776891692143,,,,,,
Suriname,1995,,,,1.84480249192521,,,,,,
Suriname,1994,,,,0.983135952716849,,,,,,
Suriname,1993,,,,0.677996078537718,,,,,,
Suriname,1992,,,,0.847399810778334,,,,,,
Suriname,1991,,,,0.778296680225423,,,,,,
Suriname,1990,,,,1.07074810382247,,,,,,
Uruguay,2020,,,,0.0197448194187447,,,,,,
Uruguay,2019,,,,0.0398806735871464,,,,,,
Uruguay,2018,,,,0.141387931879728,,,,,,
Uruguay,2017,,,,0.24675383930737,,,,,,
Uruguay,2016,,,,0.32121688556848,,,,,,
Uruguay,2015,,,,0.328384512874787,,,,,,
Uruguay,2014,,,,0.309530574282718,,,,,,
Uruguay,2013,,,,0.297587135386814,,,,,,
Uruguay,2012,,,,0.28208319300115,,,,,,
Uruguay,2011,,,,0.267668153797056,,,,,,
Uruguay,2010,,,,0.253703132150146,,,,,,
Uruguay,2009,,,,0.240409128463508,,,,,,
Uruguay,2008,,,,0.224313675740569,,,,,,
Uruguay,2007,,,,0.19152206004265,,,,,,
Uruguay,2006,,,,0.139067397498697,,,,,,
Uruguay,2005,,,,0.116535331321663,,,,,,
Uruguay,2004,,,,0.10866542041562,,,,,,
Uruguay,2003,,,,0.113683038515289,,,,,,
Uruguay,2002,,,,0.166541088046771,,,,,,
Uruguay,2001,,,,0.264364920924121,,,,,,
Uruguay,2000,,,,0.403611037153845,,,,,,
Uruguay,1999,,,,0.497735084108038,,,,,,
Uruguay,1998,,,,0.541324961747074,,,,,,
Uruguay,1997,,,,0.569743473062398,,,,,,
Uruguay,1996,,,,0.569797684026874,,,,,,
Uruguay,1995,,,,0.57375265725676,,,,,,
Uruguay,1994,,,,0.572113508076794,,,,,,
Uruguay,1993,,,,0.569602672227992,,,,,,
Uruguay,1992,,,,0.583804825073235,,,,,,
Uruguay,1991,,,,0.587361458160857,,,,,,
Uruguay,1990,,,,0.615393884809994,,,,,,
Aruba,2020,,,,,2610038938.54749,,,,,
Aruba,2019,,,,,3395793854.7486,,,,,
Aruba,2018,,,,,3276187709.49721,,,,,
Aruba,2017,,,,,3092178770.94972,,,,,
Aruba,2016,,,,,2983798882.68156,,,,,
Aruba,2015,,,,,2963128491.62011,,,,,
Aruba,2014,,,,,2791061452.51397,,,,,
Aruba,2013,,,,,2727932960.89385,,,,,
Aruba,2012,,,,,2615083798.88268,,,,,
Aruba,2011,,,,,2637988826.81564,,,,,
Aruba,2010,,,,,2453631284.9162,,,,,
Aruba,2009,,,,,2553631284.9162,,,,,
Aruba,2008,,,,,2843016759.77654,,,,,
Aruba,2007,,,,,2677653631.28492,,,,,
Aruba,2006,,,,,2469832402.23464,,,,,
Aruba,2005,,,,,2359776536.31285,,,,,
Aruba,2004,,,,,2254748603.35196,,,,,
Aruba,2003,,,,,2044134078.21229,,,,,
Aruba,2002,,,,,1962011173.18436,,,,,
Aruba,2001,,,,,1896648044.69274,,,,,
Aruba,2000,,,,,1873184357.5419,,,,,
Aruba,1999,,,,,1722905027.93296,,,,,
Aruba,1998,,,,,1665363128.49162,,,,,
Aruba,1997,,,,,1531843575.41899,,,,,
Aruba,1996,,,,,1379888268.15642,,,,,
Aruba,1995,,,,,1320670391.06145,,,,,
Aruba,1994,,,,,1245810055.86592,,,,,
Aruba,1993,,,,,1083240223.46369,,,,,
Aruba,1992,,,,,958659217.877095,,,,,
Aruba,1991,,,,,872067039.106145,,,,,
Aruba,1990,,,,,764804469.273743,,,,,
Bahrain,2020,,,,,34621807712.766,,,,,
Bahrain,2019,,,,,38653318085.1064,,,,,
Bahrain,2018,,,,,37802005319.1489,,,,,
Bahrain,2017,,,,,35473776595.7447,,,,,
Bahrain,2016,,,,,32234973404.2553,,,,,
Bahrain,2015,,,,,31050638297.8723,,,,,
Bahrain,2014,,,,,33387712765.9574,,,,,
Bahrain,2013,,,,,32539468085.1064,,,,,
Bahrain,2012,,,,,30749308510.6383,,,,,
Bahrain,2011,,,,,28776595744.6809,,,,,
Bahrain,2010,,,,,25713271276.5957,,,,,
Bahrain,2009,,,,,22938218085.1064,,,,,
Bahrain,2008,,,,,25710904255.3191,,,,,
Bahrain,2007,,,,,21730000000.0,,,,,
Bahrain,2006,,,,,18504760638.2979,,,,,
Bahrain,2005,,,,,15968723404.2553,,,,,
Bahrain,2004,,,,,13150159574.4681,,,,,
Bahrain,2003,,,,,11074813829.7872,,,,,
Bahrain,2002,,,,,9593510638.29787,,,,,
Bahrain,2001,,,,,8976196808.51064,,,,,
Bahrain,2000,,,,,9062898936.17021,,,,,
Bahrain,1999,,,,,6621010739.19607,,,,,
Bahrain,1998,,,,,6183777212.47778,,,,,
Bahrain,1997,,,,,6349202984.63326,,,,,
Bahrain,1996,,,,,6101861963.59179,,,,,
Bahrain,1995,,,,,5849468272.89759,,,,,
Bahrain,1994,,,,,5567553975.70316,,,,,
Bahrain,1993,,,,,5200266107.27717,,,,,
Bahrain,1992,,,,,4751063829.78723,,,,,
Bahrain,1991,,,,,4616223404.25532,,,,,
Bahrain,1990,,,,,4229787234.04255,,,,,
Costa Rica,2020,,,,,62395610764.0705,,,,,
Costa Rica,2019,,,,,64417670555.7821,,,,,
Costa Rica,2018,,,,,62420164964.6987,,,,,
Costa Rica,2017,,,,,60516044623.4876,,,,,
Costa Rica,2016,,,,,58847019584.9144,,,,,
Costa Rica,2015,,,,,56441920823.7632,,,,,
Costa Rica,2014,,,,,52016408923.9289,,,,,
Costa Rica,2013,,,,,50949668885.9875,,,,,
Costa Rica,2012,,,,,47231655433.4666,,,,,
Costa Rica,2011,,,,,42762613705.7835,,,,,
Costa Rica,2010,,,,,37658614803.2775,,,,,
Costa Rica,2009,,,,,30745714326.9486,,,,,
Costa Rica,2008,,,,,30801744881.0001,,,,,
Costa Rica,2007,,,,,26884700345.0342,,,,,
Costa Rica,2006,,,,,22715540324.3032,,,,,
Costa Rica,2005,,,,,20040642476.9817,,,,,
Costa Rica,2004,,,,,18610594846.2083,,,,,
Costa Rica,2003,,,,,17271760506.9483,,,,,
Costa Rica,2002,,,,,16578820687.2881,,,,,
Costa Rica,2001,,,,,15976174336.9721,,,,,
Costa Rica,2000,,,,,15013629658.6521,,,,,
Costa Rica,1999,,,,,14254866281.1537,,,,,
Costa Rica,1998,,,,,13684255946.5765,,,,,
Costa Rica,1997,,,,,12614602382.2012,,,,,
Costa Rica,1996,,,,,11678424507.2457,,,,,
Costa Rica,1995,,,,,11578594259.8675,,,,,
Costa Rica,1994,,,,,10486787030.348,,,,,
Costa Rica,1993,,,,,9582868509.89998,,,,,
Costa Rica,1992,,,,,8564041894.92938,,,,,
Costa Rica,1991,,,,,7196276092.461,,,,,
Costa Rica,1990,,,,,5711687786.75989,,,,,
Eritrea,2020,,,,,,,,,,
Eritrea,2019,,,,,,,,,,
Eritrea,2018,,,,,,,,,,
Eritrea,2017,,,,,,,,,,
Eritrea,2016,,,,,,,,,,
Eritrea,2015,,,,,,,,,,
Eritrea,2014,,,,,,,,,,
Eritrea,2013,,,,,,,,,,
Eritrea,2012,,,,,,,,,,
Eritrea,2011,,,,,2065001626.01626,,,,,
Eritrea,2010,,,,,1589515447.15447,,,,,
Eritrea,2009,,,,,1856695551.21951,,,,,
Eritrea,2008,,,,,1380188800.0,,,,,
Eritrea,2007,,,,,1317974491.05691,,,,,
Eritrea,2006,,,,,1211161879.6748,,,,,
Eritrea,2005,,,,,1098424709.48675,,,,,
Eritrea,2004,,,,,1109054005.43971,,,,,
Eritrea,2003,,,,,870248293.678303,,,,,
Eritrea,2002,,,,,729321671.445917,,,,,
Eritrea,2001,,,,,752371683.199361,,,,,
Eritrea,2000,,,,,706370815.584416,,,,,
Eritrea,1999,,,,,688918508.948029,,,,,
Eritrea,1998,,,,,745523074.705326,,,,,
Eritrea,1997,,,,,686490090.140141,,,,,
Eritrea,1996,,,,,693535954.190067,,,,,
Eritrea,1995,,,,,578015625.0,,,,,
Eritrea,1994,,,,,531688311.688312,,,,,
Eritrea,1993,,,,,467872714.755603,,,,,
Eritrea,1992,,,,,477101651.648376,,,,,
Eritrea,1991,,,,,,,,,,
Eritrea,1990,,,,,,,,,,
Faroe Islands,2020,,,,,3248670978.10165,,,,,
Faroe Islands,2019,,,,,3275684065.13139,,,,,
Faroe Islands,2018,,,,,3188601035.1907,,,,,
Faroe Islands,2017,,,,,2980057167.73595,,,,,
Faroe Islands,2016,,,,,2813278761.27524,,,,,
Faroe Islands,2015,,,,,2573906035.59584,,,,,
Faroe Islands,2014,,,,,2914012852.34062,,,,,
Faroe Islands,2013,,,,,2690110671.24132,,,,,
Faroe Islands,2012,,,,,2427200582.91115,,,,,
Faroe Islands,2011,,,,,2505740886.25907,,,,,
Faroe Islands,2010,,,,,2331796784.36009,,,,,
Faroe Islands,2009,,,,,2296065312.82255,,,,,
Faroe Islands,2008,,,,,2489873331.02639,,,,,
Faroe Islands,2007,,,,,2339015384.90742,,,,,
Faroe Islands,2006,,,,,2017680721.80259,,,,,
Faroe Islands,2005,,,,,1759739599.22694,,,,,
Faroe Islands,2004,,,,,1724770866.79756,,,,,
Faroe Islands,2003,,,,,1501941504.89146,,,,,
Faroe Islands,2002,,,,,1275093662.35235,,,,,
Faroe Islands,2001,,,,,1160268142.36886,,,,,
Faroe Islands,2000,,,,,1067109508.6452,,,,,
Faroe Islands,1999,,,,,1127684827.35686,,,,,
Faroe Islands,1998,,,,,1104744290.25672,,,,,
Faroe Islands,1997,,,,,,,,,,
Faroe Islands,1996,,,,,,,,,,
Faroe Islands,1995,,,,,,,,,,
Faroe Islands,1994,,,,,,,,,,
Faroe Islands,1993,,,,,,,,,,
Faroe Islands,1992,,,,,,,,,,
Faroe Islands,1991,,,,,,,,,,
Faroe Islands,1990,,,,,,,,,,
Latvia,2020,,,,,34601740323.338,,,,,
Latvia,2019,,,,,34343961072.8229,,,,,
Latvia,2018,,,,,34429023435.0205,,,,,
Latvia,2017,,,,,30483806017.8321,,,,,
Latvia,2016,,,,,28083597512.4849,,,,,
Latvia,2015,,,,,27263090547.0617,,,,,
Latvia,2014,,,,,31386896487.0402,,,,,
Latvia,2013,,,,,30204783461.8488,,,,,
Latvia,2012,,,,,28169902669.3784,,,,,
Latvia,2011,,,,,27474380566.265,,,,,
Latvia,2010,,,,,23956163076.5575,,,,,
Latvia,2009,,,,,26410909090.9091,,,,,
Latvia,2008,,,,,35854274228.9139,,,,,
Latvia,2007,,,,,31054350977.9784,,,,,
Latvia,2006,,,,,21570076498.6205,,,,,
Latvia,2005,,,,,17003459863.0989,,,,,
Latvia,2004,,,,,14435700533.368,,,,,
Latvia,2003,,,,,11771975156.8073,,,,,
Latvia,2002,,,,,9557031605.27512,,,,,
Latvia,2001,,,,,8362398701.58943,,,,,
Latvia,2000,,,,,7958852838.93395,,,,,
Latvia,1999,,,,,7533788133.55753,,,,,
Latvia,1998,,,,,7166275467.65161,,,,,
Latvia,1997,,,,,6527926445.6811,,,,,
Latvia,1996,,,,,5975248851.45482,,,,,
Latvia,1995,,,,,5789128636.62293,,,,,
Latvia,1994,,,,,,,,,,
Latvia,1993,,,,,,,,,,
Latvia,1992,,,,,,,,,,
Latvia,1991,,,,,,,,,,
Latvia,1990,,,,,,,,,,
Paraguay,2020,,,,,35432177936.3317,,,,,
Paraguay,2019,,,,,37925338460.1556,,,,,
Paraguay,2018,,,,,40225448651.3062,,,,,
Paraguay,2017,,,,,38997129809.1697,,,,,
Paraguay,2016,,,,,36089550671.834,,,,,
Paraguay,2015,,,,,36211372646.38,,,,,
Paraguay,2014,,,,,40377987314.6435,,,,,
Paraguay,2013,,,,,38651334593.0289,,,,,
Paraguay,2012,,,,,33296438408.8556,,,,,
Paraguay,2011,,,,,33737033607.0615,,,,,
Paraguay,2010,,,,,27129301048.0505,,,,,
Paraguay,2009,,,,,22355151177.738,,,,,
Paraguay,2008,,,,,24615267617.0323,,,,,
Paraguay,2007,,,,,17856393235.4338,,,,,
Paraguay,2006,,,,,13429430050.261,,,,,
Paraguay,2005,,,,,10737500188.1123,,,,,
Paraguay,2004,,,,,9624440836.29309,,,,,
Paraguay,2003,,,,,7691367471.17992,,,,,
Paraguay,2002,,,,,7196260656.84556,,,,,
Paraguay,2001,,,,,8495806432.18467,,,,,
Paraguay,2000,,,,,8855705139.55857,,,,,
Paraguay,1999,,,,,8837070235.51892,,,,,
Paraguay,1998,,,,,9260481572.42462,,,,,
Paraguay,1997,,,,,9965225678.05093,,,,,
Paraguay,1996,,,,,9788391780.52421,,,,,
Paraguay,1995,,,,,9062131475.02318,,,,,
Paraguay,1994,,,,,7870982004.8195,,,,,
Paraguay,1993,,,,,7249533620.30614,,,,,
Paraguay,1992,,,,,7157424031.06045,,,,,
Paraguay,1991,,,,,6984367762.90371,,,,,
Paraguay,1990,,,,,5812114523.01187,,,,,
French Polynesia,2020,,,,,5731835679.23061,,,,,
